SKU,Product_Name,Category,Supplier,Stock_Qty,Reorder_Level,Unit_Cost,Warehouse,Last_Restock,Status
SKU-502853,Product 2854,office supplies,Metro Goods,N/A,60,$99.99,N/A,NULL,1
SKU-502854,Product 2855,Office,Nova,685,145,1554.53,N/A,2024/06/07,In Stock
SKU-502855,Product 2856,Home,unknown,187,94,823.73,WH-PER,28.02.2021,In Stock
SKU-502856,Product 2857,Electronics,Prime Source,N/A,"1,000",764.48,WH-PER,06-10-2026,In Stock
SKU-502857,Product 2858,Electronics,Nova Wholesale,NaN,63,581.98,WH-ADE,missing,In Stock
SKU-502858,Product 2859,electronic,Metro Goods,593,40,506.61,WH-PER,04 Apr 2025,In Stock
SKU-502859,Product 2860,Electronics,Vertex Trading,55,0,,WH-BNE,24/05/2024,LOW STOCK 
SKU-502860,N/A,soft ware,Vertex Trading,404,NaN,951.68,WH-ADE,05/01/2022,In Stock
,???,Home,Metro Goods,676,47,624.43,WH-SYD,03/05/2024,0
SKU-502862,Product 2863,Software,Prime Source,843,83,1716.05,WH-bne,04/06/2024,unknown
SKU-502863,Product 2864,electronics,PrimeSource,853,30,1358.69,WH-BNE,08.04.2021,In Stock
SKU-502864,Product 2865,Software,unknown,136,-10,1736.31,WH-bne,04 Oct 2023,In Stock
SKU-502865,Product 2866,Accessories,Nova Wholesale,485,123,680.57,Sydney Warehouse,12-04-2024,0
SKU-502866,Product 2867,Office,Nova Wholesale,624,129,AUD 500,WH-ADE,12 Sep 2023,1
SKU-502867,,Software,Nova Wholesale,449,142,153.85,ADE,2021/06/17,In Stock
SKU-502868,Product 2869,soft ware,Metro Goods,8,74,1854.08,WH-BNE,2023-10-29,Low Stock
SKU-502869,Product 2870,Electronics,Prime Source,81,119,2243.13,WH-PER,   ,Low Stock
SKU-502870,Product 2871,,Metro Goods,76,41,735.34,SYD,11 May 2021,In Stock
SKU-502871,Product 2872,Office,Metro Goods,309,1O,258.4,WH-ADE,15/07/2025,0
N/A,Product 2538,Office,Nova Wholesale,1O0,59,193.77,,unknown,LOW STOCK 
SKU-502873,Product 2874,Electronics,Metro Goods,194,144,2023.97,WH-PER,none,in stock
SKU-502874,Product 2875,Electronics,Metro Goods,999999,25,N/A,ADE,NA,In Stock
SKU-502875,,Home,Nova Wholesale,821,86,"2 500,00",Melbourne WH,03-10-2021,In Stock
SKU-502876,Product 2877,Home,PrimeSource,865,38,10O.50,WH-PER,NULL,In Stock
SKU-502877,Product 2878,Office,Global Parts,354,42,-250,N/A,2025/11/25,In Stock
SKU-502878,Product 2879,N/A,Vertex Trading,310,134,2278.34,,20/01/2022,In Stock
SKU-502879,Product,Office,Vertex Trading,886,9999,733.12,WH-SYD,05-02-2023,In Stock
SKU-502880,Product 2881,Office,Nova Wholesale,0.5,102,9999999,WH-BNE,05-01-2026,In Stock
12345,Product 2882,Office,Metro Goods,318,0,475.86,WH-ADE,09-02-2023,N/A
SKU-502882,Product 2883,electronic,Global Parts,177,25,984.12,Sydney Warehouse,04/07/2024,In Stock
SKU-500181,Product 182,Home,Global Parts,157,110,USD 120,WH-bne,13.07.2021,Available
SKU-502884,Product 2885,office supplies,Apex Supply,1O0,,1389.94,ADE,2025/00/12,In Stock
SKU-502885,Product 2886,Office,Global Parts,371,150,1541.34,WH-SYD,2021/03/20,In Stock
SKU-502886,Product,Electronics,PrimeSource,-1,65,2379.0,wh-per ,   ,In Stock
SKU-502887,123456,Software,123,660,9999,410.0,WH-PER,2024-11-02,In Stock
SKU-502888,Product 2889,Office,Apex Supply,40,104,FREE,ADE,12-03-2024,Low Stock
,Product 2890,electronics,Vertex Trading,390,0,2256.25,WH-PER,25/12/2021,In Stock
SKU-502890,???,Accessories,Nova Wholesale,609,NaN,"1,299.50",WH-PER,12-18-2025,N/A
SKU-502891,Product 2892,Office, Vertex Trading,254,"1,000",,WH-ADE,2021/10/02,In Stock
SKU-502892,Product 2893,N/A,Global Parts,760,"1,000",USD 120,WH-SYD,2024-10-20,In Stock
SKU-502893,Product 2894,Accessories,Vertex Trading,0.5,-10,1793.37,ADE,26/03/2024,In Stock
SKU-502894,Unknown Item,Electronics,PrimeSource,61,96,945.81,WH-SYD,31/02/2026,1
SKU-502895,product 2896,Home,123,35,90,"1.299,50",wh-per ,07 Dec 2024,low
SKU-502896,Product 2897,Electronics,Metro Goods,872,108,277.95,WH-SYD,14.11.2021,outofstock
SKU 502897,Product 2898,Office,unknown,704,40,N/A,WH-BNE,04-04-2026,In Stock
12345,,Electronics,PrimeSource,370,16,270.28,WH-ADE,22 May 2024,low
SKU-500090,product 2900,Accessories,Nova Wholesale,999999,73,933.19,WH-SYD,   ,In Stock
,Product 2901,Accessories,Nova Wholesale,663,NaN,9999999,WH-ADE,12-31-2022,0
SKU-502901,Product 2902,Accessories,Global Parts,48,28,294.28,Melbourne WH,03.08.2021,In Stock
SKU-502902,Product 2903,Software,Prime Source,425,81,1656.89,WH-SYD,09 Sep 2022,In Stock
SKU-502903,Product 2904,Software,Nova Wholesale,685,106,2115.68,WH-SYD,NA,In Stock
SKU-500661,Product 2905,,PrimeSource,498,144,AUD 500,WH-MEL,NULL,In Stock
NULL,Product 2906,Home,Apex Supply,247,132,N/A,WH-MEL,NA,In Stock
SKU-502906,Product 2907,Accessories,Vertex Trading,ten,102,-250,WH-ADE,10 Aug 2024,Low Stock
SKU-502907,Product 2908,Accessories ,N/A,546,twenty,1259.49,WH-BNE,14/03/2021,In Stock
SKU-502908,Product 2909,Home,Metro Goods,617,0,2322.97,WH-bne,08-10-2025,In Stock
SKU-502909,Product 2910,Electronics,Nova Wholesale,N/A,57,641.3,WH-PER,2022-07-05,In Stock
SKU-502910,Product 2911,Home,Apex Supply,488,96,"1.299,50",WH-MEL,15 Sep 2023,INSTOCK
SKU-502911,Product 2912,Home,Global Parts,317,105,9999999,WH-BNE,09-21-2021,In Stock
SKU-502912,Product,Software,Nova Wholesale,670,64,1475.56,WH-MEL,99-99-9999,low
SKU-502913,Product 2914,Software,Vertex Trading,283,114,"2 500,00",WH-BNE,2021/03/07,
SKU-502914,Product 2915,Electronics,Vertex Trading,381,41,334.45,WH-BNE,25/11/2024,OOS
SKU-502915,Product 2916,electronics,123,999999,137,2183.7,WH-MEL,   ,In Stock
N/A,Product,accessory,PrimeSource,229,32,1477.67,Sydney Warehouse,2025/00/12,0
SKU-502917,Product 2918,electronic,Vertex Trading,608,140,488.21,WH-BNE,10-21-2022,N/A
SKU-502918,Unknown Item,Home,Vertex Trading,709,79,1889.22,WH-SYD,14.12.2024,In Stock
SKU 502919,Product 2920,Accessories ,Nova Wholesale,813,145,979.39,WH-MEL, ,Available
N/A,Product 2921,Accessories ,Apex Supply,0.5,149,744.1,WH-MEL,01-26-2021,In Stock
SKU-502921,Product 2922,Software,Metro Goods,52,53,AUD 500,WH-ADE,null,Low Stock
SKU-502922,Product 2923,office supplies,PrimeSource,370,53,1379.0,WH-SYD,32 Jan 2025,OOS
SKU-502923,Product,OFFICE,Global Parts,1O0,,139.39,WH-PER,2025-05-25,in stock
SKU-502924,Product 2925,N/A,Global Parts,39,"1,000",1758.91,WH-bne,2023-09-20,Low Stock
SKU-502925,N/A,Electronics,,-1,9999,AUD 500,unknown,24/09/2024,In Stock
SKU-502926,Product 2927,N/A,Global Parts,"1,200",106,995.23,WH-BNE,2024/10/08,In Stock
SKU-502927,product_name,N/A,Vertex Trading,816,35,73.59,WH-ADE,2022-09-10,0
SKU-502928,Product 2929,Office,N/A,"1,200",twenty,AUD 500,WH-ADE,20.04.2022,LOW STOCK 
SKU-502929,Product 2930,Software,123,695,120,,WH-ADE,unknown,In Stock
SKU-502930,Product 2931,accessory,unknown,588,30,1453.0,Sydney Warehouse,25.11.2025,
SKU-502931,???,Accessories,Nova Wholesale,"1,200",119,-250,WH-ADE,2024-05-29,In Stock
SKU-502932,Product 2933,Accessories,Global Parts,,twenty,1166.8,WH-MEL,08/05/2024,INSTOCK
SKU-502933,Product 2934,Home,Apex Supply,432,1O,9.97,WH-ADE,21.06.2022,In Stock
SKU-502934,Product 2935,ELECTRONICS ,PrimeSource,NaN,twenty,2238.3,Melbourne WH,2023/02/10,In Stock
SKU-502935,Product 2936,Home,,1O0,51,$99.99,WH-PER,31/02/2026,In Stock
SKU-502936,Product 2937,Electronics,Metro Goods,516,64,$99.99,WH-ADE,none,In Stock
SKU-????,Product 2938,Software,unknown,62,66,179.41,,2022/06/02,Low Stock
SKU-502938,Product 2939,ELECTRONICS ,Metro Goods,573,22,2169.81,WH-PER,2021/02/11,In Stock
SKU-502939,123456,Accessories,Apex Supply,444,20,247.79,Warehouse 1,unknown,In Stock
SKU-502940,Product 2941,Home,Vertex Trading,149,124,FREE,Sydney Warehouse,01-07-2023,In Stock
SKU-502941,Product 2942,Home,Nova Wholesale,512,104,2233.71,SYD,13/13/26,In Stock
SKU-502942,Product 2943,OFFICE,Vertex Trading,ten,33,1562.84,wh-per ,29.03.2025,In Stock
SKU-502943,Product 2944,Accessories,Vertex Trading,595,29,USD 120,WH-SYD,11/03/2025,In Stock
12345,product_name,Software,GlobalParts,204,76,2266.74,WH-SYD,10/05/2022,unknown
SKU-502945,Product 2946,office supplies,Global Parts,153,102,208.49,SYD,2024/12/27,unknown
SKU-502946,Product 2947,Accessories,Nova Wholesale,625,92,1146.95,WH-ADE,NA,In Stock
SKU-502947,Product,Electronics,Vertex Trading,731,NaN,312.27,unknown,27.07.2025,In Stock
SKU-502948,Product 2949,Office,Metro Goods,272,"1,000",2123.07,WH-BNE,none,In Stock
SKU-502949,Product 2950,ELECTRONICS ,PrimeSource,731,96,1291.04,WH-MEL,missing,In Stock
12345,Product 2951,Software,123,N/A,146,1698.47,WH-SYD,15/06/2025,Low Stock
SKU-502951,Product 2952,Electronics,Vertex Trading,-50,"1,000",1745.56,WH-BNE,09-04-2021,Available
SKU-502952,Product 2953,Accessories,Prime Source,1O0,39,2112.2,WH-MEL,?,In Stock
SKU-502953,Product 2954,Office,123,116,140,1490.74,WH-ADE,28/08/2023,Low Stock
SKU-502954,Product 2955,Home,Global Parts,145,123,N/A,Melbourne WH, ,In Stock
SKU-502955,Product 2956,Electronics,Global Parts,-50,44,1714.2,WH-SYD,,In Stock
SKU-502956,123456,Home,Global Parts,513,44,2242.59,WH-BNE,12-19-2023,In Stock
sku-502524,Product 2525,Home,PrimeSource,440,120,1355.89,Melbourne WH, ,In Stock
SKU-502958,Product 2959,Home,Apex Supply,228,131,866.16,WH-ADE,27.06.2023,In Stock
SKU-502959,Product 2960,Office,GlobalParts,,NaN,164.22,WH-ADE,NULL,In Stock
SKU-502960,Product 2961,Office,Nova Wholesale,644,84,N/A,WH-PER,04-30-2022,In Stock
SKU-502961,product_name,Electronics,Vertex Trading,1O0,62,390.82,WH-SYD,01 Aug 2023,In Stock
SKU-500640,Product 2963,Accessories,Nova Wholesale,604,19,2397.83,WH-SYD,2021/06/27,low
SKU-502963,Product 2964,electronics,Nova Wholesale,889,twenty,FREE,WH-BNE,24 Jan 2025,outofstock
SKU-502964,Product 2965,Home,Global Parts,ten,83,N/A,WH-BNE,26 Jan 2022,LOW STOCK 
SKU-502965,Product 2966,,unknown,N/A,,"2 500,00",WH-BNE,2021-04-12,In Stock
SKU-502966,Product 2967,soft ware,N/A,,135,1782.06,Warehouse 1,2024-08-11,In Stock
SKU-502967,Product 2968,Electronics,Global Parts,802,twenty,833.29,WH-SYD,99-99-9999,In Stock
SKU-502968,Product 2969,Home,PrimeSource,468,57,1260.63,WH-SYD,2025-09-04,In Stock
SKU-502969,Product 2970,Office,Nova Wholesale,441,1O,1644.27,WH-BNE,09 Mar 2024,In Stock
SKU-502970,123456,Accessories,Vertex Trading,884,35,404.61,Melbourne WH,NA,In Stock
SKU-502971,Unknown Item,Accessories,Vertex Trading,803,146,1965.79,Sydney Warehouse,2023-07-19,In Stock
SKU-502972,Product 2973,Home,PrimeSource,334,149,"2 500,00",WH-ADE,2023/12/24,Not Available
SKU-502973,Product 2974,Unknown,Prime Source,308,60,1555.99,Warehouse 1,23 Apr 2025,INSTOCK
SKU-502974,Product 2975,Office,Metro Goods,798,9999,1487.42,Melbourne WH,00/00/0000,In Stock
SKU-502975,Product 2976,Accessories,N/A,166,twenty,2203.8,unknown,2021-02-06,In Stock
SKU-502976,product_name,Home,N/A,666,32,112.34,ADE,2026-06-23,In Stock
SKU-502977,???,accessory,Apex,"1,200",twenty,2199.04,WH-BNE,2025-02-17,In Stock
SKU 502978,Product 2979,Electronics,Vertex Trading,669,125,1054.84,Melbourne WH,none,In Stock
SKU-502979,Product 2980,Accessories ,Nova Wholesale,214,-10,2259.07,,05-30-2025,in stock
SKU-502980,Product 2981,OFFICE,Apex Supply,759,56,1082.13,unknown,not-a-date,INSTOCK
SKU-502981,N/A,Home,Vertex Trading,241,75,1354.8,WH-BNE,06-28-2025,In Stock
SKU-502982,Product 2983,Home,Nova,245,-10,USD 120,,09-14-2026,INSTOCK
SKU-502442,Product 2984,Software,Apex Supply,-50,98,FREE,WH-MEL,31/02/2026,
SKU-502984,Product 2985,Office,Vertex Trading,310,27,184.76,WH-SYD,03.07.2026,
SKU-502985,Product,Accessories,Prime Source,261,N/A,1347.35,WH-ADE,11-12-2023,in stock
N/A,123456,electronic,Apex,776,19,756.02,WH-SYD,2023-11-06,unknown
SKU-502987,Product 2988,Accessories,GlobalParts,500 units,118,955.71,WH-SYD,2024/02/19,LOW STOCK 
SKU-????,Product 2989,electronic,Metro Goods,1O0,59,417.26,Sydney Warehouse,28/03/2025,In Stock
SKU-502989,???,N/A,Apex Supply,700,95,FREE,WH-ADE,12-27-2024,In Stock
SKU 502990,Product 2991,Accessories,GlobalParts,715,57,2332.46,WH-BNE,21/01/2025,In Stock
SKU-501239,Unknown Item,Software,vertex trading,452,101,$99.99,WH-SYD,2023-03-01,In Stock
SKU-502992,Product 2993,Office,Global Parts,508,119,1836.13,WH-BNE,07/09/2026,OOS
SKU-502993,Product 2994,Software,PrimeSource,828,140,2335.77,WH-MEL,16.09.2023,In Stock
SKU-502994,Product 2995,ELECTRONICS ,Global Parts,999999,138,2472.69,WH-MEL,2022/02/19,
SKU-502995,N/A,OFFICE,Metro Goods,836,65,643.63,SYD,unknown,OOS
SKU-502996,Product 2997,Home & Living,PrimeSource,877,N/A,1031.56,WH-SYD,01.07.2021,low
SKU-502997,Product 2998,electronic,Global Parts,596,133,453.95,Sydney Warehouse,02-11-2026,In Stock
SKU-502998,Product 2999,accessory,Nova Wholesale,227,-10,AUD 500,WH-SYD,2026-02-31,
SKU-502999,Product 3000,Software,GlobalParts,869,9999,USD 120,WH-bne,2021/07/04,In Stock
SKU-503000,???,Electronics,Apex Supply,283,92,1102.18,WH-PER,2024/01/25,In Stock
SKU-503001,,electronics,Nova Wholesale ,463,NaN,44.9,WH-PER,14.06.2023,In Stock
SKU-503002,123456,Software,123,677,29,1938.0,WH-PER,25.02.2025,Available
SKU-503003,Unknown Item,Accessories,Prime Source,304,-10,,WH-MEL,21 Oct 2024,In Stock
SKU-503004,Product 3005,Accessories,Metro Goods,701,9999,AUD 500,WH-BNE,2021/04/06,INSTOCK
N/A,Product 3006,Home,Nova,567,34,2097.03,WH-ADE,23 May 2023,In Stock
SKU-503006,Product 3007,Home,PrimeSource,606,150,,WH-SYD,2026-03-01,In Stock
SKU-503007,Product 3008,office supplies,Vertex Trading,647,96,972.33,WH-ADE,05-31-2022,In Stock
SKU-503008,Product 3009,Office,unknown,337,42,AUD 500,WH-SYD,-,In Stock
SKU-503009,Product 3010,accessory,,223,139,$99.99,WH-SYD,unknown,Available
SKU-503010,Product 3011,electronics,GlobalParts,801,49,897.73,WH-ADE,17 Dec 2025,In Stock
SKU-503011,Product 3012,Office,Vertex Trading,440,48,"1.299,50",WH-BNE,11-14-2023,In Stock
SKU-503012,Product 3013,electronic,Apex Supply,136,26,47.04,ADE,30/04/2026,1
SKU-503013,???,Accessories ,Nova Wholesale,135,75,1926.48,WH-BNE,missing,In Stock
sku-503014,Product 3015,Home,N/A,-50,45,"2 500,00",WH-MEL,2024-05-08,In Stock
SKU-503004,Product 3005,Accessories,Metro Goods,701,9999,AUD 500,WH-BNE,2021/04/06,INSTOCK
SKU-503016,product_name,Accessories ,Vertex Trading,131,"1,000",726.85,WH-ADE,24 Dec 2025,0
SKU-503017,Product 3018,N/A,N/A,1O0,45,-250,WH-PER,09-27-2025,INSTOCK
SKU-503018,Product 3019,Electronics,Nova Wholesale,629,127,1542.23,WH-PER,00/00/0000,LOW STOCK 
SKU-503019,Product,Accessories ,Vertex Trading,855,140,1790.81,WH-MEL,NA,In Stock
SKU-503020,Product 3021,Electronics,nova wholesale,539,95,,unknown,27.07.2022,In Stock
SKU-503021,Product 3022,Home,Metro Goods,382,N/A,1176.63,WH-BNE,07.02.2026,In Stock
SKU-503022,Product 3023,electronic,Nova Wholesale,999999,106,2435.37,WH-PER,NULL,In Stock
NULL,Product 3024,Electronics,PrimeSource,112,1O,104.54,WH-ADE,22 Aug 2025,Low Stock
SKU-503024,Product 3025,Electronics,Nova Wholesale,705,43,1690.39,WH-ADE,03 Apr 2022,In Stock
SKU-503025,Product 3026,ELECTRONICS ,Nova Wholesale,252,1O,1355.42,unknown,29 Jan 2024,In Stock
12345,Product 3027,Accessories,PrimeSource,500 units,84,N/A,WH-BNE,2021/07/07,OOS
12345,Product 3028,electronics,Apex Supply,1O0,1O,9999999,Warehouse 1,2024-09-06,0
SKU-503028,Product 3029,electronic,123,483,50 units,407.64,WH-MEL,13/13/26,LOW STOCK 
SKU-503029,Product 3030,Office,Global Parts,692,144,9999999,WH-ADE,13/13/26,In Stock
SKU-503030,Product 3031,Office,Vertex Trading,685,32,2145.93,WH-MEL,06/08/2023,in stock
SKU-503031,123456,Office,PrimeSource,174,148,,WH-bne,2022/03/27,In Stock
SKU 503032,Product 3033,ELECTRONICS ,Apex Supply,673,"1,000",1448.71,WH-MEL,07-31-2022,In Stock
SKU-503033,Product 3034,Home,Apex Supply,822,69,471.28,WH-ADE,01.10.2025,OOS
SKU 503034,Product 3035,electronics,Vertex Trading,805,103,236.97,wh-per ,07 Sep 2023,OOS
SKU-503035,product_name,Office,Global Parts,146,104,1024.9,wh-per ,12/07/2026,In Stock
SKU-503036,Product 3037,Home & Living,Nova Wholesale,ten,58,"1.299,50",WH-MEL,04-13-2026,INSTOCK
SKU-503037,Product 3038,Office,Metro Goods,719,,362.79,WH-PER,02-03-2026,OOS
SKU-502346,Product 2347,Accessories ,Global Parts,1O0,68,AUD 500,WH-BNE,21 Jun 2022,N/A
NULL,Product 3040,Software,Nova Wholesale,191,0,220.65,WH-bne,26/11/2025,In Stock
SKU-503040,Product 3041,Accessories,Nova Wholesale,565,142,AUD 500,WH-SYD,2025-04-08,In Stock
SKU-503041,Product 3042,Software,Nova Wholesale,754,1O,1262.59,WH-SYD,2021-10-16,outofstock
SKU-503042,Product 3043,Accessories,VERTEX TRADING,"1,200",144,9999999,Melbourne WH,2023/11/26,low
SKU-503043,Product 3044,Accessories,Prime Source,636,150,N/A,WH-BNE,   ,Not Available
SKU-503044,Product 3045,accessory,Apex,500 units,106,235.35,WH-MEL,27 Feb 2024,In Stock
SKU-503045,Product 3046,accessory,Apex Supply,828,94,383.52,WH-MEL,2026/08/08,0
SKU-503046,Product 3047,office supplies,Global Parts,641,56,2388.82,WH-SYD,29.07.2021,In Stock
SKU-503047,Product  3048,Software,Apex Supply,893,24,10O.50,WH-ADE,2023/03/05,In Stock
SKU-503048,Product 3049,Unknown,123,865,45,"2 500,00",WH-MEL,32 Jan 2025,
SKU-503049,Product 3050,soft ware,PrimeSource,746,98,-250,WH-bne,Feb 30 2025,N/A
12345,Product 3051,Home,Prime Source,999999,109,"2 500,00",WH-MEL,27.12.2022,In Stock
SKU-503051,Product 3052,Software,PrimeSource,331,138,1486.49,ADE,2022/03/19,In Stock
SKU-501241,Unknown Item,Accessories,Nova Wholesale,296,149,1539.47,WH-PER,03/05/2025,In Stock
SKU-503053,Product 3054,OFFICE,Apex,775,29,529.46,WH-SYD,NULL,In Stock
12345,Product 3055,accessory,Nova Wholesale,394,NaN,2059.97,N/A,,In Stock
SKU-503055,Product 3056,electronic,Global Parts,419,52,2310.53,Warehouse 1,29.07.2021,low
SKU-503056,Product 3057,Accessories,Apex Supply,423,138,763.91,WH-PER,12.05.2025,In Stock
SKU-503057,Product 3058,soft ware,Nova Wholesale,N/A,39,2324.08,WH-MEL,31/02/2026,In Stock
SKU-503058,Product 3059,Office,  Metro Goods  ,N/A,149,1573.72,Melbourne WH,07 Feb 2023,1
SKU-503059,123456,Home,Apex Supply,136,106,1710.42,WH-PER,2023/03/22,In Stock
SKU-503060,Product 3061,soft ware,Global Parts,697,144,,WH-PER,32 Jan 2025,In Stock
SKU-501849,Product 1850,Accessories,,476,24,"2 500,00",WH-PER,,In Stock
sku-503062,Product 3063,accessory,Metro Goods,102,"1,000",1222.36,WH-PER,05 Apr 2022,outofstock
SKU-503063,Product 3064,Office,PrimeSource,500 units,63,1116.42,unknown,2021/04/10,In Stock
NULL,Product 3065,Accessories,Global Parts,259,84,-250,WH-ADE,17 Aug 2022,
SKU 503065,Product 3066,electronic,Nova Wholesale,463,1O,827.74,WH-ADE,04/02/2022,In Stock
SKU-503066,Product 3067,Accessories,Nova Wholesale,262,105,1200.79,WH-PER,Feb 30 2025,
SKU-503067,Product 3068,Electronics,Apex Supply,626,76,1194.69,WH-PER,13/13/26,In Stock
SKU-503068, Product 3069,Accessories ,Apex Supply,454,141,"2 500,00",WH-SYD,2023-03-26,In Stock
SKU-503069,Product 3070,Home,Vertex Trading,55,76,533.19,Melbourne WH,06 Sep 2021,Low Stock
SKU-503070,Product 3071,accessory,Vertex Trading,267,86,,WH-MEL,06-12-2022,In Stock
SKU-503071,Product 3072,Home,unknown,665,68,967.72,unknown,22/01/2026,In Stock
SKU-503072,Product 3073,Electronics,Vertex Trading,1O0,147,254.21,WH-PER,2023/04/23,In Stock
,Product 3074,Home,PrimeSource,0.5,50 units,2113.97,WH-bne,11 Mar 2022,low
SKU-503074,Product 3075,Software,Apex Supply,855,32,USD 120,wh-per ,2021/03/05,In Stock
SKU-503075,Product 3076,Office,Apex Supply,190,22,"2 500,00",SYD,06 Jul 2021,
12345,Product 3077,Accessories,Global Parts,0.5,97,481.38,unknown,2025-04-21,In Stock
SKU-503077,Unknown Item,Accessories ,Prime Source,535,0,692.76,unknown,10-05-2021,in stock
sku-503078,Product 3079,Electronics,,440,90,1402.44,wh-per ,04-29-2021,In Stock
SKU-503079,Product 3080,Software,PrimeSource,-50,,1728.29,WH-MEL,05-19-2021,LOW STOCK 
SKU-503080,Product 3081,Home,Apex Supply,243,137,"1,299.50",WH-SYD,20/09/2022,In Stock
SKU-503081,Product 3082,Accessories ,,324,134,2429.2,Sydney Warehouse,20.11.2023,LOW STOCK 
SKU-503082,Product 3083,Software,Nova Wholesale,999999,139,FREE,WH-PER,16 Feb 2025,Low Stock
SKU-503083,Product 3084,OFFICE,Nova,273,54,-250,WH-BNE,2023-08-03,in stock
SKU-500350,Product 351,Software,unknown,106,119,1527.14,WH-PER,29.07.2022,Low Stock
SKU-503085,Product 3086,electronics,Metro Goods,781,88,1234.83,WH-ADE,05-16-2024,In Stock
SKU-503086,Product 3087,Electronics,Nova Wholesale,861,N/A,-250,WH-MEL,2022-09-27,N/A
SKU-503087,Product 3088,Office,nova wholesale,438,24,"1.299,50",WH-ADE,NA,In Stock
SKU-503088,Product 3089,Software,Nova Wholesale,593,128,2285.79,N/A,13/13/26,Available
SKU-503089,Product 3090,Electronics,Global Parts,785,twenty,1245.45,Melbourne WH,2022/02/03,In Stock
SKU-503090,Product 3091,Electronics,,-1,twenty,1212.21,unknown,2022/12/13,In Stock
SKU-503091,Product 3092,Office,PrimeSource,,45,1998.7,WH-MEL,04-30-2026,
SKU-503092,Product 3093,electronic,,1,46,1672.18,WH-SYD,01 Dec 2024,Low Stock
sku-503093,Product 3094,Electronics,PrimeSource,566,9999,2149.09,Warehouse 1,01.09.2021,In Stock
SKU-503094,Product 3095,Home,N/A,47,150,$99.99,WH-BNE,20/07/2023,Low Stock
SKU-503095,???,Electronics,Nova,587,125,1687.34,WH-MEL,19.09.2026,
SKU-503096,123456,Home,GlobalParts,105,64,"2 500,00",WH-SYD,04/03/2026,unknown
SKU-503097,Product 3098,Software,PrimeSource,388,103,1231.46,WH-SYD,25.05.2021,In Stock
SKU-503098,Product 3099,Office,unknown,658,60,2337.25,SYD,24/03/2023,In Stock
SKU-503099,Product 3100,electronic,,874,104,43.67,WH-BNE,02/03/2026,In Stock
SKU-503100,Product 3101,Home,GlobalParts,,50 units,1378.18,WH-PER,2024-05-27,In Stock
SKU-????,Product 3102,Accessories ,Apex Supply,293,99,312.71,WH-ADE,28.01.2026,In Stock
SKU-503102,Product 3103,Electronics,Vertex Trading,585,41,1218.41,N/A,2026/03/09,In Stock
NULL,,Software,Metro Goods,865,142,191.23,WH-MEL,2026-02-31,outofstock
SKU-501036,Product 1037,accessory,Vertex Trading,577,95,1719.8,WH-PER,2025-09-12,LOW STOCK 
SKU-503105,Product 3106,soft ware,123,321,1O,N/A,WH-ADE,13/09/2022,In Stock
SKU-503106,Product 3107,Office,,635,29,"1.299,50",WH-ADE,07-04-2024,In Stock
SKU-503107,Product 3108,Software,Nova Wholesale,267,115,$99.99,WH-SYD,2022/11/21,In Stock
SKU-503108,Product 3109,Office,Metro Goods,48,100,863.77,WH-PER,missing,Low Stock
SKU-503109,Product 3110,electronic,Vertex Trading,595,133,1535.0,WH-PER,06.07.2022,In Stock
SKU-503110,Product 3111,Accessories,Metro Goods,596,31,2096.56,WH-BNE,2025-10-20,In Stock
SKU 503111,Unknown Item,,Metro Goods,1O0,104,1653.19,WH-PER, ,In Stock
SKU-503112,Product 3113,Home & Living,PrimeSource,801,33,"2 500,00",WH-PER,15/01/2025,unknown
SKU-503113,Product 3114,Home,Global Parts,N/A,94,-250,WH-BNE,07-25-2025,In Stock
SKU-503114,Product 3115,,Nova Wholesale,-50,70,FREE,WH-PER,06.10.2022,In Stock
SKU-503115,product_name,Software,Global Parts,N/A,114,98.89,SYD,2024/10/31,In Stock
SKU-503116,Product 3117,office supplies,Vertex Trading,594,92,"2 500,00",WH-SYD,2022-08-16,Available
SKU-503117,Product 3118,Software,Global Parts,820,9999,1147.69,WH-ADE,25/05/2026,Not Available
SKU-503118,Product 3119,Electronics,Apex Supply,250,NaN,9999999,WH-ADE,23.10.2022,In Stock
SKU-503119,Product 3120,Electronics,Metro Goods,784,,9999999,WH-SYD,01/07/2026,In Stock
SKU-503120,Product 3121,Software,Vertex Trading,203,,"1,299.50",,2023/10/02,In Stock
12345,Product 3122,Software,Apex Supply,575,1O,USD 120,ADE,12-07-2025,Not Available
SKU-503122,Product 3123,Software,Metro Goods,1O0,138,2427.4,WH-PER,09-30-2024,In Stock
SKU-503123,Product 3124,electronic,Vertex Trading,360,104,9999999,Warehouse 1,2022-01-03,In Stock
SKU-500728,Product 729,Home & Living,Vertex Trading,484,NaN,29.69,WH-MEL,30 Nov 2025,In Stock
SKU-503125,Product 3126,Electronics,Apex,411,,56.1,Warehouse 1,2024-05-12,In Stock
SKU-503126,Product 3127,Office,N/A,286,25,882.25,WH-PER,01 Jul 2022,In Stock
SKU-500694,product_name,Home,PrimeSource,16,-10,1179.85,Melbourne WH,2023/12/27,Low Stock
SKU-503128,Product 3129,Office,Nova Wholesale,731,20,1853.02,WH-BNE,10-16-2023,low
SKU-503129,N/A,Home,123,323,62,USD 120,WH-BNE,23 Jan 2026,In Stock
SKU-503130,Product 3131,electronic,Apex Supply,632,63,1478.73,WH-SYD,13/11/2023,In Stock
